name,year,selling_price,km_driven,fuel,seller_type,transmission,mileage,engine,max_power,seats
Maruti Swift Dzire VDI,2016,14520,55000,Diesel,Individual,Manual,3.76,1248.0,74.0,5.0
Ford Fiesta Classic 1.6 Duratec LXI,2012,5632,90000,Petrol,Individual,Manual,6.54,1596.0,99.6,5.0
Renault KWID 1.0 RXT Optional,2018,9019,35000,Petrol,Individual,Manual,4.35,999.0,67.0,5.0
Toyota Fortuner 4x4 MT,2015,41536,120000,Diesel,Individual,Manual,7.97,2982.0,168.5,7.0
Hyundai Santro Xing GLS LPG,2011,5500,100000,LPG,Individual,Manual,4.17,1086.0,62.1,5.0
Honda Civic 1.8 V AT,2009,6160,40000,Petrol,Individual,Automatic,7.75,1799.0,130.0,5.0
Mahindra Xylo D2,2010,6600,100000,Diesel,Individual,Manual,7.69,2489.0,95.0,8.0
Tata Safari Storme LX,2016,19800,120000,Diesel,Individual,Manual,7.09,2179.0,147.94,5.0
Maruti Zen Estilo VXI BSIV,2014,4180,60000,Petrol,Individual,Manual,5.26,998.0,67.1,5.0
Mahindra Bolero Power Plus Plus AC BSIV PS,2019,17600,2000,Diesel,Individual,Manual,6.27,2523.0,63.0,9.0
Mahindra Scorpio EX,2012,9900,100000,Diesel,Individual,Manual,7.14,2523.0,75.0,8.0
Mahindra Xylo D2 BS III,2015,8800,110000,Diesel,Individual,Manual,6.69,2489.0,93.7,7.0
Tata New Safari Dicor VX 4X2 BS IV,2009,3300,90000,Diesel,Individual,Manual,7.18,2179.0,138.1,7.0
Tata Indigo CR4,2011,4400,84321,Diesel,Individual,Manual,4.24,1396.0,70.0,5.0
Mahindra XUV500 W8 AWD,2013,13200,177000,Diesel,Individual,Manual,6.62,2179.0,140.0,7.0
Tata Indica Vista Aqua 1.3 Quadrajet,2010,3850,60000,Diesel,Individual,Manual,5.56,1248.0,75.0,5.0
Tata Indigo CS LE (TDI) BS-III,2008,2178,205000,Diesel,Individual,Manual,5.24,1396.0,69.0,5.0
Hyundai i10 Asta,2008,4730,70000,Petrol,Individual,Manual,4.91,1197.0,78.9,5.0
Renault Duster 110PS Diesel RxL,2013,11440,126000,Diesel,Individual,Manual,5.26,1461.0,108.45,5.0
Ford Endeavour 3.2 Titanium AT 4X4,2016,50160,120000,Diesel,Individual,Automatic,9.17,3198.0,197.0,7.0
Tata Indica Vista TDI LS,2015,6270,70000,Diesel,Individual,Manual,5.24,1405.0,70.0,5.0
Mahindra TUV 300 T4 Plus,2017,14520,82000,Diesel,Individual,Manual,5.41,1493.0,100.0,7.0
Maruti 800 Std,2004,693,110000,Petrol,Individual,Manual,6.21,796.0,37.0,4.0
Maruti Swift Dzire VXI,2015,11330,45000,Petrol,Individual,Manual,4.8,1197.0,83.14,5.0
Nissan Sunny Diesel XL,2012,6490,70000,Diesel,Individual,Manual,4.62,1461.0,84.8,5.0
Nissan Terrano XL 85 PS,2015,15400,80000,Diesel,Individual,Manual,4.89,1461.0,83.8,5.0
Mahindra Scorpio Intelli Hybrid S6 Plus,2017,24200,45000,Diesel,Individual,Manual,6.49,2179.0,120.0,7.0
Hyundai EON 1.0 Era Plus,2017,6600,60000,Petrol,Individual,Manual,4.93,998.0,68.05,5.0
Maruti Swift VXI,2013,9900,41800,Petrol,Individual,Manual,5.38,1197.0,85.8,5.0
Maruti Swift Dzire VDI,2017,15400,50000,Diesel,Individual,Manual,3.52,1248.0,74.02,5.0
Ford Figo Diesel ZXI,2012,5500,40000,Diesel,Individual,Manual,5.0,1399.0,68.0,5.0
Maruti Wagon R LXI Minor,2009,3080,96000,Petrol,Individual,Manual,5.29,1061.0,67.0,5.0
Mahindra Xylo D4 BSIII,2012,5500,117000,Diesel,Individual,Manual,7.14,2498.0,112.0,8.0
Hyundai i10 Era,2011,4620,110000,Petrol,Individual,Manual,5.05,1086.0,68.05,5.0
Honda Amaze S i-Dtech,2014,9240,100000,Diesel,Individual,Manual,3.88,1498.0,98.6,5.0
Maruti Alto LXi,2007,2860,88700,Petrol,Individual,Manual,5.08,796.0,46.3,5.0
Nissan Sunny XL,2012,7040,70000,Petrol,Individual,Manual,5.9,1498.0,97.7,5.0
Maruti Wagon R LX BSIII,2010,4400,110000,Petrol,Individual,Manual,5.78,1061.0,64.0,5.0
Maruti Alto 800 LXI,2016,6820,15000,Petrol,Individual,Manual,4.4,796.0,47.3,5.0
Mahindra Verito 1.5 D4 BSIII,2012,4400,80000,Diesel,Individual,Manual,4.81,1461.0,65.0,5.0
Maruti Ritz VXi,2014,7700,50000,Petrol,Individual,Manual,5.41,1197.0,85.8,5.0
Hyundai EON Sportz,2018,9768,15000,Petrol,Individual,Manual,4.74,814.0,55.2,5.0
Datsun RediGO T,2017,6600,25000,Petrol,Individual,Manual,4.41,799.0,53.64,5.0
Mahindra Verito 1.5 D4 BSIII,2011,4950,57000,Diesel,Individual,Manual,4.76,1461.0,64.1,5.0
Mahindra Bolero 2011-2019 ZLX,2012,13200,75000,Diesel,Individual,Manual,6.27,2523.0,62.1,7.0
Maruti Eeco 5 Seater AC BSIV,2013,5720,26000,Petrol,Individual,Manual,6.51,1196.0,73.0,5.0
Hyundai Xcent 1.1 CRDi S Option,2015,8250,160000,Diesel,Individual,Manual,4.1,1120.0,71.01,5.0
Maruti Eeco 5 Seater AC BSIV,2013,5720,26000,Petrol,Individual,Manual,6.51,1196.0,73.0,5.0
Maruti Alto LXi BSIII,2010,3300,120000,Petrol,Individual,Manual,5.08,796.0,46.3,5.0
Maruti Alto LXi,2014,2420,50000,Petrol,Individual,Manual,5.08,796.0,46.3,5.0
Maruti Alto LX,2012,4950,40000,Petrol,Individual,Manual,5.08,796.0,46.3,5.0
Honda City i VTEC V,2017,18920,28000,Petrol,Individual,Manual,5.62,1497.0,117.3,5.0
Maruti Swift Dzire LDI,2018,14300,50000,Diesel,Individual,Manual,3.52,1248.0,74.02,5.0
Maruti Ertiga ZDI,2014,14300,90000,Diesel,Individual,Manual,4.81,1248.0,88.8,7.0
Hyundai Verna 1.4 CRDi,2016,15620,40000,Diesel,Individual,Manual,4.03,1396.0,88.7,5.0
Ford Figo 1.5D Base MT,2017,9460,113000,Diesel,Individual,Manual,3.87,1498.0,99.0,5.0
Maruti Swift Vdi BSIII,2011,6710,188000,Diesel,Individual,Manual,5.62,1248.0,75.0,5.0
Ford Figo Diesel Titanium,2011,4840,100000,Diesel,Individual,Manual,5.0,1399.0,68.0,5.0
Tata Sumo MKII Turbo 2.0 LX,2010,3300,225000,Diesel,Individual,Manual,7.14,1948.0,90.0,9.0
Mahindra TUV 300 mHAWK100 T8,2017,14520,67000,Diesel,Individual,Manual,5.41,1493.0,100.0,7.0
Chevrolet Beat Diesel LT Option,2011,3080,70000,Diesel,Individual,Manual,3.93,936.0,57.6,5.0
Toyota Corolla Altis JS MT,2015,24200,50000,Petrol,Individual,Manual,7.0,1798.0,138.03,5.0
Jaguar XF 2.2 Litre Luxury,2013,53900,60000,Diesel,Individual,Automatic,6.11,2179.0,187.7,5.0
Volkswagen Ameo 1.5 TDI Comfortline AT,2017,13750,34000,Diesel,Individual,Automatic,4.55,1498.0,108.495,5.0
Honda City 1.5 GXI,2004,4356,110000,Petrol,Individual,Manual,7.81,1493.0,100.0,5.0
Maruti Wagon R LXI,2005,2860,140000,Petrol,Individual,Manual,5.29,998.0,67.1,5.0
Honda City Corporate Edition,2012,11880,100000,Petrol,Individual,Manual,5.95,1497.0,116.3,5.0
Hyundai Grand i10 1.2 Kappa Sportz AT,2017,12100,10000,Petrol,Individual,Automatic,5.29,1197.0,81.86,5.0
Maruti Celerio ZXI Optional,2018,10450,30000,Petrol,Individual,Manual,4.62,998.0,67.04,5.0
Audi Q3 2.0 TDI Quattro Premium Plus,2017,62150,22000,Diesel,Dealer,Automatic,6.36,1968.0,174.33,5.0
Honda Civic ZX Diesel BSIV,2020,46750,5500,Diesel,Dealer,Manual,3.73,1597.0,118.0,5.0
BMW X1 sDrive20d M Sport,2018,73700,18000,Diesel,Dealer,Automatic,5.1,1998.0,190.0,5.0
Toyota Innova Crysta 2.8 GX AT 8S BSIV,2018,39600,20000,Diesel,Dealer,Automatic,8.8,2755.0,171.5,8.0
Hyundai Santro Asta BSIV,2018,11880,7000,Petrol,Dealer,Manual,4.93,1086.0,68.0,5.0
Force Gurkha Hard Top BS3 4WD,2018,20020,20000,Diesel,Dealer,Manual,5.88,2596.0,80.8,5.0
Maruti Celerio VXI,2019,10669,4875,Petrol,Dealer,Manual,4.62,998.0,67.04,5.0
Hyundai Creta 1.6 CRDi AT SX Plus,2020,42900,2700,Diesel,Dealer,Automatic,5.88,1582.0,126.2,5.0
Maruti Vitara Brezza ZDi,2018,20900,58511,Diesel,Dealer,Manual,4.12,1248.0,88.5,5.0
Ford Figo 1.5D Titanium MT,2015,8030,105000,Diesel,Dealer,Manual,3.87,1498.0,99.0,5.0
Mahindra Thar CRDe ABS,2018,19800,26235,Diesel,Dealer,Manual,6.04,2498.0,105.0,6.0
Tata Nexon 1.5 Revotorq XZ Plus,2017,20239,26766,Diesel,Dealer,Manual,4.65,1497.0,108.5,5.0
MG Hector Sharp DCT Dualtone,2020,41800,1600,Petrol,Dealer,Automatic,7.16,1451.0,141.0,5.0
Mercedes-Benz New C-Class C 220 CDI Elegance MT,2018,64900,46000,Diesel,Dealer,Manual,6.33,2148.0,170.0,5.0
Mahindra Marazzo M2 BSIV,2019,23650,23000,Diesel,Dealer,Manual,5.78,1497.0,121.0,7.0
Maruti Swift VXI Optional,2017,13200,24522,Petrol,Dealer,Manual,4.9,1197.0,81.8,5.0
BMW 3 Series 320d,2017,70400,13663,Diesel,Dealer,Automatic,4.41,1995.0,190.0,5.0
Skoda Octavia Style Plus 2.0 TDI AT,2019,57200,11000,Diesel,Dealer,Automatic,5.18,1968.0,141.0,5.0
Maruti Vitara Brezza ZDi Plus,2016,18458,63000,Diesel,Dealer,Manual,4.12,1248.0,88.5,5.0
Volkswagen Polo 1.2 MPI Comfortline,2019,13970,2000,Petrol,Dealer,Manual,6.17,1199.0,74.0,5.0
Mahindra Scorpio VLX 2WD AIRBAG BSIV,2014,12100,300000,Diesel,Individual,Manual,8.3,2179.0,120.0,8.0
Mahindra Logan Diesel 1.5 DLE,2011,3960,190000,Diesel,Individual,Manual,5.21,1461.0,65.0,5.0
Honda City i DTEC E,2015,14300,80000,Diesel,Individual,Manual,3.85,1498.0,98.6,5.0
Honda Jazz Select Edition Active,2011,7700,80000,Petrol,Individual,Manual,6.25,1198.0,90.0,5.0
Maruti Alto K10 LXI,2015,5830,54000,Petrol,Individual,Manual,4.18,998.0,67.05,5.0
Renault KWID 1.0 RXT Optional,2018,7260,30000,Petrol,Individual,Manual,4.35,999.0,67.0,5.0
Maruti Eeco 7 Seater Standard BSIV,2019,8690,5000,Petrol,Individual,Manual,6.51,1196.0,73.0,7.0
Mahindra TUV 300 T8,2015,15400,58945,Diesel,Individual,Manual,5.41,1493.0,100.0,7.0
Ford Figo Diesel Titanium,2012,6600,90000,Diesel,Individual,Manual,5.0,1399.0,68.0,5.0
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2011,14300,375000,Diesel,Individual,Manual,7.81,2494.0,102.0,8.0
Maruti Ertiga VDI,2013,13750,160000,Diesel,Individual,Manual,4.81,1248.0,88.76,7.0
Volkswagen Polo GT TDI,2014,9350,80000,Diesel,Individual,Manual,6.62,1598.0,103.6,5.0
Maruti 800 AC BSII,2004,1210,50000,Petrol,Individual,Manual,6.21,796.0,37.0,4.0
Tata Indigo CS LX (TDI) BS-III,2015,5500,80000,Diesel,Individual,Manual,5.24,1405.0,69.01,5.0
Mahindra Bolero 2011-2019 Plus AC,2015,10119,156975,Diesel,Individual,Manual,6.27,2523.0,62.1,9.0
Toyota Corolla Altis 1.4 DGL,2017,35068,5000,Diesel,Individual,Manual,4.67,1364.0,86.79,5.0
Chevrolet Sail 1.2 LS ABS,2014,6600,50000,Petrol,Individual,Manual,5.49,1199.0,82.4,5.0
Ford EcoSport 1.5 TDCi Titanium BSIV,2018,20900,27620,Diesel,Dealer,Manual,4.39,1498.0,98.59,5.0
Mahindra Scorpio LX,2013,10669,120000,Diesel,Individual,Manual,8.3,2179.0,120.0,9.0
Mahindra Xylo E8,2009,3542,120000,Diesel,Individual,Manual,7.14,2498.0,112.0,8.0
Hyundai i20 Active 1.2 S,2015,11000,58000,Petrol,Individual,Manual,5.82,1197.0,81.86,5.0
Nissan Sunny XV,2012,7700,50000,Petrol,Individual,Manual,5.9,1498.0,97.7,5.0
Maruti Ignis 1.2 AMT Alpha BSIV,2017,12100,40000,Petrol,Individual,Automatic,4.79,1197.0,81.8,5.0
Honda WR-V i-VTEC VX,2018,18700,7800,Petrol,Individual,Manual,5.71,1199.0,88.7,5.0
Maruti Alto 800 LXI,2016,5280,50000,Petrol,Individual,Manual,4.4,796.0,47.3,5.0
Ford Endeavour 2.5L 4X2 MT,2011,20900,68000,Diesel,Individual,Manual,7.63,2499.0,141.0,7.0
Maruti Ertiga VXI,2015,9306,60000,Petrol,Individual,Manual,6.24,1373.0,93.7,7.0
Tata Indigo GLS,2005,1980,74000,Petrol,Individual,Manual,7.81,1396.0,85.0,5.0
Tata New Safari DICOR 2.2 VX 4x2 BS IV,2011,7700,58000,Diesel,Individual,Manual,7.18,2179.0,138.1,7.0
Maruti A-Star Vxi,2011,3740,70000,Petrol,Individual,Manual,5.26,998.0,66.1,5.0
Ford Figo Aspire 1.2 Ti-VCT Titanium Plus,2015,9900,70000,Petrol,Individual,Manual,5.51,1196.0,86.8,5.0
Hyundai i10 Magna,2009,3300,110000,Petrol,Individual,Manual,4.91,1197.0,78.9,5.0
Hyundai i20 Sportz 1.4 CRDi,2016,11242,80000,Diesel,Individual,Manual,4.44,1396.0,88.73,5.0
Maruti Ertiga 1.5 VDI,2018,18700,59000,Diesel,Individual,Manual,4.13,1498.0,93.87,7.0
Tata Indica V2 eLS,2018,5500,110000,Diesel,Individual,Manual,4.0,1396.0,69.0,5.0
Maruti Celerio ZXI,2020,9240,25000,Petrol,Individual,Manual,4.62,998.0,67.04,5.0
Maruti Alto 800 LXI,2014,3960,55000,Petrol,Individual,Manual,4.4,796.0,47.3,5.0
Maruti Celerio ZDi,2015,8800,25000,Diesel,Individual,Manual,3.62,793.0,47.0,5.0
Mahindra Xylo E4,2009,3300,300000,Diesel,Individual,Manual,7.14,2498.0,112.0,7.0
Ford Figo 1.5D Titanium MT,2016,11000,143200,Diesel,Individual,Manual,3.87,1498.0,99.0,5.0
Jeep Compass 2.0 Longitude Option BSIV,2017,37179,60000,Diesel,Individual,Manual,5.85,1956.0,170.0,5.0
Nissan Micra Diesel XV Premium,2012,4509,120000,Diesel,Individual,Manual,4.33,1461.0,63.1,5.0
Maruti Ciaz VDi Plus,2014,10119,145000,Diesel,Individual,Manual,3.82,1248.0,88.5,5.0
Hyundai i20 2015-2017 Magna 1.2,2017,13200,30000,Petrol,Individual,Manual,5.38,1197.0,81.83,5.0
Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,2019,12870,8000,Petrol,Individual,Manual,5.29,1197.0,81.86,5.0
Ford Endeavour 2.5L 4X2 MT,2012,12122,170000,Diesel,Individual,Manual,7.63,2499.0,141.0,7.0
Maruti Swift Dzire LDI,2013,11550,100000,Diesel,Individual,Manual,4.27,1248.0,74.0,5.0
Maruti Omni 8 Seater BSIV,2012,3520,62000,Petrol,Individual,Manual,7.14,796.0,35.0,5.0
Mahindra XUV500 W8 AWD,2014,18150,110000,Diesel,Individual,Manual,6.62,2179.0,140.0,7.0
Chevrolet Tavera Neo 3 LS 9 Str BSIII,2015,13200,80000,Diesel,Individual,Manual,7.36,2499.0,72.4,9.0
Maruti Zen Base,2002,1430,80000,Petrol,Individual,Manual,5.78,993.0,60.0,5.0
Maruti Swift Dzire VDI,2013,12100,100000,Diesel,Individual,Manual,4.27,1248.0,74.0,5.0
Mahindra Bolero 2011-2019 Plus - AC BSIII,2015,14300,120000,Diesel,Individual,Manual,6.27,2523.0,63.0,9.0
Maruti Swift Dzire VDI,2019,16500,24000,Diesel,Individual,Manual,3.52,1248.0,74.02,5.0
Mahindra KUV 100 mFALCON D75 K8,2017,8360,80000,Diesel,Individual,Manual,3.95,1198.0,77.0,6.0
Hyundai Verna 1.6 SX CRDi (O),2012,8800,138000,Diesel,Individual,Manual,4.48,1582.0,126.32,5.0
Maruti Wagon R LXI,2003,1100,147000,Petrol,Individual,Manual,5.29,998.0,67.1,5.0
Mahindra TUV 300 mHAWK100 T8 Dual Tone,2017,16500,60000,Diesel,Individual,Manual,5.41,1493.0,100.0,7.0
Chevrolet Spark 1.0 LS,2011,3300,80000,Petrol,Individual,Manual,5.56,995.0,62.0,5.0
Maruti Alto 800 LXI,2016,5390,50000,Petrol,Individual,Manual,4.4,796.0,47.3,5.0
Tata Manza Club Class Quadrajet90 VX,2013,5720,189000,Diesel,Individual,Manual,4.76,1248.0,88.76,5.0
Volkswagen Vento 1.5 TDI Highline AT,2014,9042,90000,Diesel,Individual,Automatic,4.71,1498.0,103.2,5.0
Hyundai i20 Sportz 1.4 CRDi,2014,9900,56000,Diesel,Individual,Manual,4.57,1396.0,88.76,5.0
BMW 3 Series 320d Luxury Line,2012,28600,140000,Diesel,Individual,Automatic,5.3,1995.0,184.0,5.0
Maruti Celerio VXI,2016,7722,60000,Petrol,Individual,Manual,4.33,998.0,67.04,5.0
Mahindra XUV500 W8 4WD,2012,12100,130000,Diesel,Individual,Manual,6.62,2179.0,140.0,7.0
BMW 3 Series 320d Luxury Plus,2013,28600,140000,Diesel,Individual,Automatic,5.3,1995.0,184.0,5.0
Tata Manza Club Class Quadrajet90 VX,2013,5720,189000,Diesel,Individual,Manual,4.76,1248.0,88.76,5.0
Volkswagen Vento 1.5 TDI Highline AT,2014,9042,90000,Diesel,Individual,Automatic,4.71,1498.0,103.2,5.0
Hyundai i20 Sportz 1.4 CRDi,2014,9900,56000,Diesel,Individual,Manual,4.57,1396.0,88.76,5.0
BMW 3 Series 320d Luxury Line,2012,28600,140000,Diesel,Individual,Automatic,5.3,1995.0,184.0,5.0
Maruti Celerio VXI,2016,7722,60000,Petrol,Individual,Manual,4.33,998.0,67.04,5.0
Mahindra XUV500 W8 4WD,2012,12100,130000,Diesel,Individual,Manual,6.62,2179.0,140.0,7.0
BMW 3 Series 320d Luxury Plus,2013,28600,140000,Diesel,Individual,Automatic,5.3,1995.0,184.0,5.0
Nissan Terrano XE 85 PS,2016,16500,35000,Diesel,Individual,Manual,4.89,1461.0,83.8,5.0
Nissan Terrano XL 85 PS,2015,17600,35000,Diesel,Individual,Manual,4.89,1461.0,83.8,5.0
Tata New Safari DICOR 2.2 EX 4x2,2011,7700,156000,Diesel,Individual,Manual,8.64,2179.0,138.1,7.0
Maruti Alto 800 LX,2013,4400,90000,Petrol,Individual,Manual,4.4,796.0,47.3,5.0
Tata Indigo LS,2008,3300,60000,Diesel,Individual,Manual,5.88,1405.0,70.0,5.0
Nissan Terrano XL 110 PS,2016,17600,36000,Diesel,Individual,Manual,5.26,1461.0,108.5,5.0
Hyundai EON Era Plus Sports Edition,2017,7700,20000,Petrol,Individual,Manual,4.74,814.0,55.2,5.0
Tata New Safari DICOR 2.2 VX 4x2,2011,7700,160000,Diesel,Individual,Manual,7.18,2179.0,138.0,7.0
Mahindra Scorpio 2.6 Turbo 9 Str,2006,5500,185000,Diesel,Individual,Manual,7.87,2609.0,116.6,9.0
Tata Indica Vista Terra 1.4 TDI,2010,3740,110000,Diesel,Individual,Manual,5.88,1405.0,71.0,5.0
Renault KWID RXT Optional,2018,8690,10800,Petrol,Individual,Manual,3.97,799.0,53.3,5.0
Mahindra Bolero 2011-2019 SLE,2012,9900,120000,Diesel,Individual,Manual,6.27,2523.0,62.1,7.0
Maruti Ignis 1.2 Delta BSIV,2019,11000,15000,Petrol,Individual,Manual,4.79,1197.0,81.8,5.0
Tata Sumo EX 10/7 Str BSIII,2012,4400,67500,Diesel,Individual,Manual,8.2,1948.0,68.0,10.0
Tata Hexa XM,2017,26400,30000,Diesel,Individual,Manual,5.68,2179.0,153.86,7.0
Mahindra KUV 100 mFALCON D75 K8,2016,8800,50000,Diesel,Individual,Manual,3.95,1198.0,77.0,6.0
Mahindra TUV 300 T8,2016,14300,100000,Diesel,Individual,Manual,5.41,1493.0,100.0,7.0
Mahindra Bolero 2011-2019 DI - AC BS III,2016,12100,150000,Diesel,Individual,Manual,6.27,2523.0,63.0,9.0
Mahindra XUV500 W10 2WD,2015,24200,110000,Diesel,Individual,Manual,6.25,2179.0,140.0,7.0
Maruti Alto 800 LXI,2012,5609,30000,Petrol,Individual,Manual,4.4,796.0,47.3,5.0
Maruti Alto LXi,2011,3960,60000,Petrol,Individual,Manual,5.08,796.0,46.3,5.0
Mahindra Xylo D2,2010,3520,255000,Diesel,Individual,Manual,7.69,2489.0,95.0,8.0
Chevrolet Optra Magnum 2.0 LT BS3,2008,4950,120000,Diesel,Individual,Manual,6.05,1991.0,123.7,5.0
Maruti Alto 800 LXI,2015,5940,49900,Petrol,Individual,Manual,4.4,796.0,47.3,5.0
Tata Manza Aura Quadrajet BS IV,2012,6820,86000,Diesel,Individual,Manual,4.73,1248.0,88.8,5.0
Datsun GO T BSIV,2015,4950,71850,Petrol,Individual,Manual,4.85,1198.0,67.0,5.0
Fiat Grande Punto EVO 1.3 Dynamic,2015,6600,95000,Diesel,Individual,Manual,4.72,1248.0,75.0,5.0
Maruti Swift Dzire VXi,2008,5500,70000,Petrol,Individual,Manual,5.71,1298.0,85.8,5.0
Hyundai EON Sportz,2011,3960,35000,Petrol,Individual,Manual,4.74,814.0,55.2,5.0
Maruti Swift Dzire VXI,2015,12100,50000,Petrol,Individual,Manual,4.8,1197.0,83.14,5.0
Mahindra Bolero XL 10 Seater Non AC,2007,6600,120000,Diesel,Individual,Manual,7.35,2523.0,63.0,7.0
Hyundai Elantra CRDi SX,2015,19800,145000,Diesel,Individual,Manual,4.41,1582.0,126.2,5.0
Mahindra XUV500 W9 2WD,2018,33660,40000,Diesel,Individual,Manual,6.25,2179.0,138.0,7.0
Maruti Baleno Delta 1.3,2015,12980,110000,Diesel,Individual,Manual,3.65,1248.0,74.0,5.0
Maruti Wagon R LXI DUO BSIII,2008,3740,112000,LPG,Individual,Manual,3.23,1061.0,57.5,5.0
Audi A3 35 TDI Premium Plus,2017,57200,70000,Diesel,Individual,Automatic,4.91,1968.0,143.0,5.0
Maruti Ritz VDi,2016,10450,110000,Diesel,Individual,Manual,4.31,1248.0,73.94,5.0
Hyundai Grand i10 1.2 CRDi Asta,2018,15400,29000,Diesel,Individual,Manual,4.17,1186.0,73.97,5.0
Maruti Wagon R VXI BS IV,2011,8272,60000,Petrol,Individual,Manual,5.29,998.0,67.1,5.0
Maruti 800 Std BSII,2004,1650,46000,Petrol,Individual,Manual,6.21,796.0,37.0,4.0
Mahindra Scorpio VLS AT 2.2 mHAWK,2012,9680,120000,Diesel,Individual,Automatic,8.48,2179.0,120.0,8.0
Maruti Wagon R VXI Optional,2016,8580,80000,Petrol,Individual,Manual,4.88,998.0,67.04,5.0
Toyota Innova 2.5 VX 7 STR,2012,15949,159000,Diesel,Individual,Manual,7.81,2494.0,102.0,7.0
Mahindra Bolero 2011-2019 SLE,2012,7150,110000,Diesel,Individual,Manual,6.27,2523.0,62.1,7.0
Maruti Alto LXi,2010,3740,75000,Petrol,Individual,Manual,5.08,796.0,46.3,5.0
Maruti Swift Dzire LDi,2010,4730,120000,Diesel,Individual,Manual,5.18,1248.0,73.9,5.0
Honda City 1.5 V Inspire,2010,7700,110000,Petrol,Individual,Manual,5.88,1497.0,118.0,5.0
Chevrolet Spark 1.0 LS,2009,1760,80000,Petrol,Individual,Manual,5.56,995.0,62.0,5.0
Hyundai EON Magna Plus,2012,4290,80000,Petrol,Individual,Manual,4.74,814.0,55.2,5.0
Nissan Sunny Diesel XL,2014,7370,71000,Diesel,Dealer,Manual,4.62,1461.0,84.8,5.0
Mahindra XUV500 W6 2WD,2011,10450,108000,Diesel,Dealer,Manual,6.25,2179.0,140.0,7.0
Renault Duster 85PS Diesel RxL,2015,10669,75000,Diesel,Dealer,Manual,5.03,1461.0,83.8,5.0
Maruti Ciaz Delta BSIV,2018,14300,22000,Petrol,Individual,Manual,4.64,1462.0,103.25,5.0
Audi Q5 3.0 TDI Quattro,2014,40700,76131,Diesel,Individual,Automatic,7.56,2967.0,241.4,5.0
Hyundai i20 1.2 Asta,2018,15400,30000,Petrol,Individual,Manual,5.38,1197.0,81.83,5.0
Audi Q7 3.0 TDI Quattro,2014,66000,65000,Diesel,Individual,Automatic,8.29,2967.0,241.4,7.0
Mahindra Scorpio S3 9 Seater BSIV,2018,19800,60000,Diesel,Individual,Manual,6.49,2523.0,75.0,7.0
Volkswagen Polo Diesel Highline 1.2L,2013,7700,80000,Diesel,Individual,Manual,4.53,1199.0,73.9,5.0
Honda Accord V6 AT,2005,6270,80000,Petrol,Individual,Automatic,11.11,2997.0,218.0,5.0
Audi Q7 3.0 TDI Quattro Premium Plus,2012,40700,70000,Diesel,Individual,Automatic,8.29,2967.0,241.4,7.0
Maruti Vitara Brezza VDi,2017,16500,51777,Diesel,Dealer,Manual,4.12,1248.0,88.5,5.0
Land Rover Freelander 2 TD4 HSE,2013,36300,64788,Diesel,Dealer,Automatic,0.0,2179.0,115.0,5.0
Honda Amaze V Petrol BSIV,2018,13200,20000,Petrol,Individual,Manual,5.13,1199.0,88.76,5.0
Volkswagen Polo 2015-2019 1.0 MPI Comfortline,2018,12430,19000,Petrol,Individual,Manual,5.32,999.0,75.0,5.0
Daewoo Matiz SS,2000,1892,46951,Petrol,Individual,Manual,5.41,796.0,53.0,5.0
Datsun GO T BSIV,2016,7238,19000,Petrol,Individual,Manual,4.85,1198.0,67.0,5.0
Ford EcoSport 1.5 TDCi Titanium Plus BSIV,2016,14300,50000,Diesel,Individual,Manual,4.39,1498.0,98.59,5.0
Hyundai Creta 1.6 CRDi SX Option,2015,18084,60000,Diesel,Individual,Manual,5.08,1582.0,126.2,5.0
Renault Duster 110PS Diesel RxL,2013,7590,100000,Diesel,Individual,Manual,5.26,1461.0,108.45,5.0
Maruti Zen LXI,2001,660,10000,Petrol,Individual,Manual,5.78,993.0,60.0,5.0
Maruti Swift VDI,2012,7260,50000,Diesel,Individual,Manual,4.37,1248.0,74.0,5.0
Maruti Wagon R Stingray VXI,2014,6600,74537,Petrol,Individual,Manual,4.88,998.0,67.04,5.0
Maruti SX4 ZXI AT,2009,4400,90000,Petrol,Individual,Automatic,7.94,1586.0,103.3,5.0
Chevrolet Spark 1.0,2010,1980,70000,Petrol,Individual,Manual,5.56,995.0,62.0,5.0
Maruti Wagon R VXI Minor,2010,4400,80000,Petrol,Individual,Manual,5.29,1061.0,67.0,5.0
Hyundai Xcent 1.1 CRDi SX,2016,12100,35000,Diesel,Individual,Manual,4.1,1120.0,71.0,5.0
Chevrolet Beat LT,2015,5500,23500,Petrol,Individual,Manual,5.38,1199.0,76.8,5.0
Honda City i-DTEC VX,2017,21450,82000,Diesel,Individual,Manual,3.91,1498.0,97.9,5.0
Toyota Innova 2.5 G (Diesel) 8 Seater,2014,19800,100000,Diesel,Individual,Manual,7.7,2494.0,100.6,8.0
Hyundai i20 1.2 Spotz,2018,13420,15000,Petrol,Individual,Manual,5.38,1197.0,81.83,5.0
Maruti Baleno Zeta 1.3,2017,13640,30000,Diesel,Individual,Manual,3.65,1248.0,74.0,5.0
Hyundai Grand i10 Sportz,2016,8800,30000,Petrol,Individual,Manual,5.29,1197.0,82.0,5.0
Maruti Celerio X ZXI BSIV,2019,11000,11000,Petrol,Individual,Manual,4.62,998.0,67.0,5.0
